2025-05-10 16:51:40,735 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Start training
2025-05-10 16:51:44,310 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 1/2000 || Iter: 0/116025 || Loss: 2.4375
2025-05-10 16:51:44,960 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 2/2000 || Iter: 1/116025 || Loss: 2.234375
2025-05-10 16:51:45,701 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 3/2000 || Iter: 2/116025 || Loss: 2.25
2025-05-10 16:51:46,334 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 4/2000 || Iter: 3/116025 || Loss: 2.265625
2025-05-10 16:51:46,978 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 5/2000 || Iter: 4/116025 || Loss: 2.171875
2025-05-10 16:51:47,612 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 6/2000 || Iter: 5/116025 || Loss: 2.34375
2025-05-10 16:51:48,266 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 7/2000 || Iter: 6/116025 || Loss: 2.375
2025-05-10 16:51:48,901 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 8/2000 || Iter: 7/116025 || Loss: 2.25
2025-05-10 16:51:49,599 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 9/2000 || Iter: 8/116025 || Loss: 2.125
2025-05-10 16:51:50,259 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 10/2000 || Iter: 9/116025 || Loss: 2.28125
2025-05-10 16:51:50,887 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 11/2000 || Iter: 10/116025 || Loss: 2.375
2025-05-10 16:51:51,521 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 12/2000 || Iter: 11/116025 || Loss: 2.1875
2025-05-10 16:51:52,158 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 13/2000 || Iter: 12/116025 || Loss: 2.25
2025-05-10 16:51:52,802 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 14/2000 || Iter: 13/116025 || Loss: 2.375
2025-05-10 16:51:53,501 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 15/2000 || Iter: 14/116025 || Loss: 2.4375
2025-05-10 16:51:54,147 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 16/2000 || Iter: 15/116025 || Loss: 2.328125
2025-05-10 16:51:54,776 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 17/2000 || Iter: 16/116025 || Loss: 2.390625
2025-05-10 16:51:55,409 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 18/2000 || Iter: 17/116025 || Loss: 2.296875
2025-05-10 16:51:56,037 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 19/2000 || Iter: 18/116025 || Loss: 2.3125
2025-05-10 16:51:56,671 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 20/2000 || Iter: 19/116025 || Loss: 2.0625
2025-05-10 16:51:57,304 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 21/2000 || Iter: 20/116025 || Loss: 2.28125
2025-05-10 16:51:57,938 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 22/2000 || Iter: 21/116025 || Loss: 2.40625
2025-05-10 16:51:58,573 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 23/2000 || Iter: 22/116025 || Loss: 2.140625
2025-05-10 16:51:59,223 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 24/2000 || Iter: 23/116025 || Loss: 2.234375
2025-05-10 16:51:59,855 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 25/2000 || Iter: 24/116025 || Loss: 2.28125
2025-05-10 16:52:00,482 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 26/2000 || Iter: 25/116025 || Loss: 2.578125
2025-05-10 16:52:01,126 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 27/2000 || Iter: 26/116025 || Loss: 2.21875
2025-05-10 16:52:01,758 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 28/2000 || Iter: 27/116025 || Loss: 2.328125
2025-05-10 16:52:02,397 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 29/2000 || Iter: 28/116025 || Loss: 2.3125
2025-05-10 16:52:03,032 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 30/2000 || Iter: 29/116025 || Loss: 2.296875
2025-05-10 16:52:03,663 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 31/2000 || Iter: 30/116025 || Loss: 2.46875
2025-05-10 16:52:04,309 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 32/2000 || Iter: 31/116025 || Loss: 2.0625
2025-05-10 16:52:04,941 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 33/2000 || Iter: 32/116025 || Loss: 2.46875
2025-05-10 16:52:05,587 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 34/2000 || Iter: 33/116025 || Loss: 2.21875
2025-05-10 16:52:07,183 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 35/2000 || Iter: 34/116025 || Loss: 2.15625
2025-05-10 16:52:08,519 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 36/2000 || Iter: 35/116025 || Loss: 2.09375
2025-05-10 16:52:09,175 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 37/2000 || Iter: 36/116025 || Loss: 2.21875
2025-05-10 16:52:09,808 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 38/2000 || Iter: 37/116025 || Loss: 2.46875
2025-05-10 16:52:10,436 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 39/2000 || Iter: 38/116025 || Loss: 2.359375
2025-05-10 16:52:11,075 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 40/2000 || Iter: 39/116025 || Loss: 2.28125
2025-05-10 16:52:11,714 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 41/2000 || Iter: 40/116025 || Loss: 2.296875
2025-05-10 16:52:12,344 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 42/2000 || Iter: 41/116025 || Loss: 2.09375
2025-05-10 16:52:12,973 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 43/2000 || Iter: 42/116025 || Loss: 2.515625
2025-05-10 16:52:13,623 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 44/2000 || Iter: 43/116025 || Loss: 2.328125
2025-05-10 16:52:14,258 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 45/2000 || Iter: 44/116025 || Loss: 2.5
2025-05-10 16:52:14,892 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 46/2000 || Iter: 45/116025 || Loss: 2.21875
2025-05-10 16:52:15,519 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 47/2000 || Iter: 46/116025 || Loss: 2.375
2025-05-10 16:52:16,163 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 48/2000 || Iter: 47/116025 || Loss: 2.40625
2025-05-10 16:52:16,794 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 49/2000 || Iter: 48/116025 || Loss: 2.09375
2025-05-10 16:52:17,438 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 50/2000 || Iter: 49/116025 || Loss: 2.34375
2025-05-10 16:52:18,075 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 51/2000 || Iter: 50/116025 || Loss: 2.421875
2025-05-10 16:52:18,714 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 52/2000 || Iter: 51/116025 || Loss: 2.375
2025-05-10 16:52:19,348 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 53/2000 || Iter: 52/116025 || Loss: 2.453125
2025-05-10 16:52:19,980 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 54/2000 || Iter: 53/116025 || Loss: 2.421875
2025-05-10 16:52:20,627 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 55/2000 || Iter: 54/116025 || Loss: 2.328125
2025-05-10 16:52:21,257 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 56/2000 || Iter: 55/116025 || Loss: 2.15625
2025-05-10 16:52:21,895 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 57/2000 || Iter: 56/116025 || Loss: 2.28125
2025-05-10 16:52:22,526 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 58/2000 || Iter: 57/116025 || Loss: 2.453125
2025-05-10 16:52:23,170 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 59/2000 || Iter: 58/116025 || Loss: 2.296875
2025-05-10 16:52:23,827 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 60/2000 || Iter: 59/116025 || Loss: 2.375
2025-05-10 16:52:24,460 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 61/2000 || Iter: 60/116025 || Loss: 2.1875
2025-05-10 16:52:25,104 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 62/2000 || Iter: 61/116025 || Loss: 2.265625
2025-05-10 16:52:25,739 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 63/2000 || Iter: 62/116025 || Loss: 2.375
2025-05-10 16:52:26,386 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 64/2000 || Iter: 63/116025 || Loss: 2.40625
2025-05-10 16:52:27,016 - Books-top_k-10-steps-2000-May-10-2025_16-51-40 - INFO - Steps: 65/2000 || Iter: 64/116025 || Loss: 2.25
