2025-05-10 13:30:22,348 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Start training
2025-05-10 13:30:25,528 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 0/232051 || Loss: 2.40625
2025-05-10 13:30:25,917 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 1/232051 || Loss: 2.53125
2025-05-10 13:30:26,526 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 2/232051 || Loss: 2.3125
2025-05-10 13:30:26,955 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 3/232051 || Loss: 1.96875
2025-05-10 13:30:27,309 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 4/232051 || Loss: 2.3125
2025-05-10 13:30:27,688 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 5/232051 || Loss: 2.265625
2025-05-10 13:30:28,043 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 6/232051 || Loss: 2.375
2025-05-10 13:30:28,401 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 7/232051 || Loss: 2.09375
2025-05-10 13:30:28,780 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 8/232051 || Loss: 2.21875
2025-05-10 13:30:29,199 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 9/232051 || Loss: 2.53125
2025-05-10 13:30:29,568 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 10/232051 || Loss: 2.375
2025-05-10 13:30:29,919 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 11/232051 || Loss: 2.546875
2025-05-10 13:30:30,285 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 12/232051 || Loss: 2.25
2025-05-10 13:30:30,631 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 13/232051 || Loss: 2.65625
2025-05-10 13:30:30,980 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 14/232051 || Loss: 2.265625
2025-05-10 13:30:31,331 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 15/232051 || Loss: 2.1875
2025-05-10 13:30:31,692 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 16/232051 || Loss: 2.46875
2025-05-10 13:30:32,058 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 17/232051 || Loss: 2.203125
2025-05-10 13:30:32,425 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 18/232051 || Loss: 2.203125
2025-05-10 13:30:33,031 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 19/232051 || Loss: 2.375
2025-05-10 13:30:33,400 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 20/232051 || Loss: 2.609375
2025-05-10 13:30:33,749 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 21/232051 || Loss: 2.25
2025-05-10 13:30:34,100 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 22/232051 || Loss: 2.4375
2025-05-10 13:30:34,448 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 23/232051 || Loss: 2.203125
2025-05-10 13:30:34,839 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 24/232051 || Loss: 2.375
2025-05-10 13:30:35,195 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 25/232051 || Loss: 2.421875
2025-05-10 13:30:35,552 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 26/232051 || Loss: 2.484375
2025-05-10 13:30:35,923 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 27/232051 || Loss: 2.484375
2025-05-10 13:30:36,292 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 28/232051 || Loss: 2.234375
2025-05-10 13:30:36,724 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 29/232051 || Loss: 2.53125
2025-05-10 13:30:37,075 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 30/232051 || Loss: 2.140625
2025-05-10 13:30:37,422 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 31/232051 || Loss: 2.25
2025-05-10 13:30:37,789 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 32/232051 || Loss: 2.25
2025-05-10 13:30:38,146 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 33/232051 || Loss: 2.265625
2025-05-10 13:30:38,492 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 34/232051 || Loss: 2.421875
2025-05-10 13:30:38,849 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 35/232051 || Loss: 2.28125
2025-05-10 13:30:39,214 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 36/232051 || Loss: 2.53125
2025-05-10 13:30:39,582 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 37/232051 || Loss: 2.1875
2025-05-10 13:30:39,976 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 38/232051 || Loss: 2.3125
2025-05-10 13:30:40,328 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 39/232051 || Loss: 2.140625
2025-05-10 13:30:40,691 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 40/232051 || Loss: 2.34375
2025-05-10 13:30:41,272 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 41/232051 || Loss: 2.1875
2025-05-10 13:30:41,730 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 42/232051 || Loss: 2.25
2025-05-10 13:30:42,108 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 43/232051 || Loss: 2.34375
2025-05-10 13:30:42,452 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 44/232051 || Loss: 2.359375
2025-05-10 13:30:42,814 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 45/232051 || Loss: 2.109375
2025-05-10 13:30:43,162 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 46/232051 || Loss: 1.9765625
2025-05-10 13:30:43,737 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 47/232051 || Loss: 2.140625
2025-05-10 13:30:44,118 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 48/232051 || Loss: 2.34375
2025-05-10 13:30:44,491 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 49/232051 || Loss: 2.21875
2025-05-10 13:30:44,850 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 50/232051 || Loss: 2.375
2025-05-10 13:30:45,208 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 51/232051 || Loss: 2.34375
2025-05-10 13:30:45,560 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 52/232051 || Loss: 2.09375
2025-05-10 13:30:45,927 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 53/232051 || Loss: 2.21875
2025-05-10 13:30:46,322 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 54/232051 || Loss: 2.46875
2025-05-10 13:30:46,707 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 55/232051 || Loss: 2.28125
2025-05-10 13:30:47,079 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 56/232051 || Loss: 2.3125
2025-05-10 13:30:47,492 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 57/232051 || Loss: 2.4375
2025-05-10 13:30:47,910 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 58/232051 || Loss: 2.671875
2025-05-10 13:30:48,266 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 59/232051 || Loss: 2.28125
2025-05-10 13:30:48,618 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 60/232051 || Loss: 2.46875
2025-05-10 13:30:48,969 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 61/232051 || Loss: 2.28125
2025-05-10 13:30:49,327 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 62/232051 || Loss: 1.9765625
2025-05-10 13:30:49,685 - Books-top_k-10-epochs-10-May-10-2025_13-30-22 - INFO - Epoch: 0/10 || Iter: 63/232051 || Loss: 2.40625
